,aspect,document,sentiment
1890,SERVICE#GENERAL,THIS STAFF SHOULD BE FIRED.,negative
1891,FOOD#QUALITY,cirspy crust margherita pizza,positive
1892,,we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,
1893,FOOD#QUALITY,it was really good pizza.,positive
1894,FOOD#QUALITY,the crust was imazingly cooked well and pizza was fully loaded:):):),positive
1895,RESTAURANT#GENERAL,you know what i mean all the positives things happening there made mw write this review.,positive
1896,RESTAURANT#GENERAL,Single Worst Restaurant in Manhattan,negative
1897,AMBIENCE#GENERAL,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",positive
1898,,Moving on.,
1899,RESTAURANT#GENERAL,If I could give 0 stars I would do so for this place.,negative
1900,,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,
1901,RESTAURANT#MISCELLANEOUS,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,negative
1902,RESTAURANT#GENERAL,Well...they can run but they can't hide.,negative
1903,,I live in the West Village and I've been to a lot of restaurants.,
1904,,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",
1905,,"However, most of them are at least prompt and pleasant.",
1906,RESTAURANT#GENERAL,This place...god where do i begin.,negative
1907,AMBIENCE#GENERAL,It is quite a spectacular scene i'll give them that.,positive
1908,AMBIENCE#GENERAL,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,neutral
1909,RESTAURANT#GENERAL,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",negative
1910,FOOD#QUALITY,Great Hot Dogs!,positive
1911,,I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,
1912,FOOD#QUALITY,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",positive
1913,FOOD#QUALITY,"The hot dogs are top notch, and they're Slamwich is amazing!",positive
1914,RESTAURANT#GENERAL,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",positive
1915,FOOD#PRICES,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,negative
1916,RESTAURANT#GENERAL,"But nonetheless--great spot, great food.",positive
1917,FOOD#QUALITY,Fabulous food - if the front of house staff don't put you off –,positive
1918,,We live nearby BFC.,
1919,RESTAURANT#PRICES,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years.",negative
1920,SERVICE#GENERAL,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",positive
1921,RESTAURANT#MISCELLANEOUS,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",negative
1922,SERVICE#GENERAL,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,negative
1923,SERVICE#GENERAL,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",negative
1924,SERVICE#GENERAL,I'd be horrified if my staff were turning away customers so early and so rudely!,negative
1925,SERVICE#GENERAL,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about.",negative
1926,SERVICE#GENERAL,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",negative
1927,SERVICE#GENERAL,"Again, I'd be super upset if that were my employee.",negative
1928,SERVICE#GENERAL,"Considering you will spend at least $60 a head, I expect better service.",negative
1929,SERVICE#GENERAL,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",negative
1930,SERVICE#GENERAL,"Maitre-D-""Eat and get out""",negative
1931,,My family ate here last weekend.,
1932,FOOD#QUALITY,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",positive
1933,DRINKS#QUALITY,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",positive
1934,SERVICE#GENERAL,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",negative
1935,SERVICE#GENERAL,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",negative
1936,SERVICE#GENERAL,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",negative
1937,SERVICE#GENERAL,"If you go here, do it on his off-night.",negative
1938,FOOD#QUALITY,Best meal in a long time!,positive
1939,FOOD#QUALITY,Mussles and calamari were superb Saturday evening.,positive
1940,FOOD#QUALITY,I had the Lamb special which was perfect.,positive
1941,FOOD#QUALITY,"My father had the flank steak which was very good, and my mother had the swordfish.",positive
1942,RESTAURANT#GENERAL,The Four Seasons restaurant is a great experience.,positive
1943,FOOD#QUALITY,The food is great and the environment is even better.,positive
1944,RESTAURANT#GENERAL,Everyone must come here at least once.,positive
1945,RESTAURANT#GENERAL,Highly recommend it!,positive
1946,FOOD#QUALITY,Taking Hot Dogs to the next level,positive
1947,RESTAURANT#PRICES,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",negative
1948,FOOD#QUALITY,Here the hot dog is elevated to the level of a real entree with numerous variations available.,positive
1949,AMBIENCE#GENERAL,Great Atmosphere,positive
1950,,Went to this place this place on a real cold night and needed a quick meal.,
1951,FOOD#QUALITY,"I highly recommend the fish tacos, everything else was ok.",positive
1952,AMBIENCE#GENERAL,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",positive
1953,SERVICE#GENERAL,Poor service and management,negative
1954,RESTAURANT#GENERAL,Don’t go to this place!,negative
1955,RESTAURANT#GENERAL,Had an awful experience at Casa la Femme on a Saturday dinner.,negative
1956,SERVICE#GENERAL,Appetizers took nearly an hour.,negative
1957,SERVICE#GENERAL,When the main course finally arrived (another 45mins) half of our order was missing.,negative
1958,SERVICE#GENERAL,Never got an explanation as to what was going on.,negative
1959,SERVICE#GENERAL,The manager was rude and handled the situation extremely poorly.,negative
1960,SERVICE#GENERAL,"When we threatened to leave, we were offered a meager discount even though half the order was missing.",negative
1961,SERVICE#GENERAL,"On the way out, we heard of other guests complaining about similar issues.",negative
1962,RESTAURANT#PRICES,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,negative
1963,RESTAURANT#GENERAL,What a hassle!,negative
1964,FOOD#QUALITY,"The food is very good, but not outstanding.",neutral
1965,SERVICE#GENERAL,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",negative
1966,SERVICE#GENERAL,"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",negative
1967,SERVICE#GENERAL,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",negative
1968,,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",
1969,RESTAURANT#PRICES,Expensive,negative
1970,,I went there after hearing how great it was.,
1971,,Wow.,
1972,FOOD#QUALITY,"The bread was stale, the salad was overpriced and empty.",negative
1973,FOOD#QUALITY,"The pasta was well cooked, didn't have enough sauce though or flavor.",positive
1974,,I though it was expensive and I prefer Bella Via just blocks away by far.,
1975,SERVICE#GENERAL,So rude!!!,negative
1976,,I went with JWILS.,
1977,,Her review is above.,
1978,RESTAURANT#GENERAL,I was one of the people that went for this horrible experience.,negative
1979,,My friend is 100% right in the experience we had.,
1980,SERVICE#GENERAL,The hostess was rude and I got a distinct feeling that they did not want to serve us.,negative
1981,SERVICE#GENERAL,The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,negative
1982,SERVICE#GENERAL,I asked for a menu and the same waitress looked at my like I was insane.,negative
1983,SERVICE#GENERAL,"I was shocked that my friends wanted to stay after the waitress said, ""can I help you"" and ""how many are in your party.""",negative
1984,,What?,
1985,SERVICE#GENERAL,The three of us standing in front of her should have been an indication of how many of us there were.,negative
1986,RESTAURANT#MISCELLANEOUS,We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.,negative
1987,SERVICE#GENERAL,Shame on this place for the horrible rude staff and non-existent customer service.,negative
1988,SERVICE#GENERAL,bad staff,negative
1989,RESTAURANT#GENERAL,I generally like this place.,positive
1990,FOOD#QUALITY,The food is good.,positive
1991,AMBIENCE#GENERAL,The design of the space is good.,positive
1992,SERVICE#GENERAL,But the service is HORRID!,negative
1993,SERVICE#GENERAL,"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",negative
1994,SERVICE#GENERAL,The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.,negative
1995,SERVICE#GENERAL,"I can't believe that it was, but please put the bag down before delivering food!",negative
1996,SERVICE#GENERAL,"The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).",negative
